Date,City,Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h),Weather Condition,Recommended Crop
2022-08-15,Nagpur,38.4,31,0.0,41.2,Sunny,Watermelon
2022-09-16,Mumbai,38.3,60,104.5,23.0,Cloudy,Pigeon Pea
2018-02-12,Delhi,35.9,24,0.0,17.3,Drizzle,Bitter Gourd
2015-04-05,Nagpur,30.1,58,0.0,18.4,Sunny,Cucumber
2017-12-12,Hyderabad,41.6,89,143.5,37.4,Hazy,Groundnut
2015-09-09,Delhi,21.8,88,0.0,6.3,Rainy,Pumpkin
2021-01-06,Bhopal,32.7,99,267.9,44.8,Drizzle,Pigeon Pea
2015-12-14,Lucknow,35.5,29,218.7,24.6,Hazy,Rice
2020-11-24,Bhopal,23.3,26,230.0,21.2,Cloudy,Bitter Gourd
2024-01-17,Visakhapatnam,33.2,44,56.2,14.4,Stormy,Pumpkin
2017-08-30,Pune,16.8,59,263.4,12.3,Foggy,Muskmelon
2017-11-21,Patna,38.7,27,0.0,27.1,Hazy,Cucumber
2024-03-18,Nagpur,33.5,63,44.3,19.6,Hazy,Muskmelon
2015-06-27,Lucknow,17.8,48,30.1,34.2,Drizzle,Barley
2019-01-09,Visakhapatnam,19.7,59,296.3,26.9,Rainy,Pumpkin
2015-10-19,Nagpur,17.8,95,0.0,46.1,Hazy,Wheat
2018-07-13,Pune,14.0,54,0.0,25.4,Sunny,Wheat
2022-09-22,Pune,17.4,64,0.0,2.9,Rainy,Barley
2018-12-23,Visakhapatnam,19.0,44,0.0,25.6,Stormy,Peas
2022-12-12,Kochi,15.5,57,0.0,2.7,Sunny,Barley
2016-03-05,Nagpur,24.0,30,207.3,28.7,Stormy,Muskmelon
2016-02-28,Patna,28.2,82,0.0,25.0,Hazy,Pumpkin
2017-08-22,Mumbai,42.7,72,0.0,25.1,Foggy,Watermelon
2018-11-06,Chennai,24.7,75,0.0,20.9,Sunny,Watermelon
2016-11-10,Nagpur,42.9,55,21.9,1.6,Foggy,Cucumber
2020-10-10,Delhi,29.9,34,0.0,11.2,Stormy,Watermelon
2015-09-22,Lucknow,16.2,39,0.0,21.7,Stormy,Barley
2020-12-22,Chandigarh,21.7,99,0.0,12.7,Cloudy,Bitter Gourd
2017-09-21,Kochi,17.1,44,0.0,28.9,Hazy,Lentils
2021-03-01,Chennai,44.5,70,0.0,40.6,Stormy,Muskmelon
2017-08-01,Kolkata,38.2,60,0.0,8.3,Sunny,Muskmelon
2022-02-04,Hyderabad,33.3,59,0.0,13.8,Rainy,Bitter Gourd
2018-05-31,Hyderabad,42.3,67,220.5,1.7,Cloudy,Millets
2018-07-10,Bhopal,39.6,62,0.0,29.4,Rainy,Bitter Gourd
2024-08-15,Visakhapatnam,25.1,85,287.9,33.1,Cloudy,Maize
2020-11-21,Coimbatore,44.2,93,0.0,24.6,Foggy,Cucumber
2018-06-06,Jaipur,34.9,78,0.0,17.8,Sunny,Pumpkin
2015-12-23,Indore,40.4,94,0.0,18.1,Foggy,Watermelon
2024-03-17,Lucknow,32.8,75,209.2,45.2,Foggy,Groundnut
2015-03-25,Visakhapatnam,23.4,85,211.9,31.0,Hazy,Watermelon
2022-07-06,Kochi,20.8,34,0.0,4.5,Drizzle,Watermelon
2023-01-04,Lucknow,31.0,28,294.0,14.4,Cloudy,Pigeon Pea
2017-07-27,Chennai,22.1,59,232.4,1.0,Sunny,Watermelon
2017-01-15,Chandigarh,35.8,51,0.0,4.7,Cloudy,Cucumber
2024-09-06,Chennai,36.7,97,13.0,37.2,Sunny,Cucumber
2017-03-14,Ahmedabad,43.7,55,0.0,21.5,Drizzle,Watermelon
2020-04-30,Indore,33.0,30,0.0,10.9,Hazy,Pumpkin
2022-07-08,Jaipur,21.2,93,0.0,10.1,Sunny,Bitter Gourd
2017-09-04,Lucknow,35.4,23,0.0,47.8,Foggy,Watermelon
2021-05-27,Indore,20.3,48,0.0,2.0,Hazy,Cucumber
2018-05-31,Bhopal,37.2,44,279.2,8.4,Drizzle,Soybean
2017-07-22,Chennai,15.3,23,109.7,25.6,Stormy,Pumpkin
2023-09-21,Ahmedabad,24.4,55,0.0,5.6,Hazy,Bitter Gourd
2021-05-18,Coimbatore,44.6,35,0.0,45.2,Cloudy,Bitter Gourd
2018-02-19,Coimbatore,44.4,21,0.0,46.5,Hazy,Bitter Gourd
2024-03-11,Coimbatore,41.3,97,0.0,24.2,Sunny,Pumpkin
2023-11-23,Nagpur,15.6,93,0.0,42.3,Cloudy,Gram
2021-12-11,Delhi,15.7,82,0.0,43.0,Cloudy,Peas
2019-02-23,Coimbatore,26.3,27,259.4,47.7,Sunny,Maize
2017-04-14,Patna,18.1,67,0.0,48.8,Sunny,Wheat
2016-03-03,Kochi,42.0,24,0.0,41.8,Foggy,Watermelon
2022-11-03,Mumbai,23.5,80,278.6,24.2,Rainy,Watermelon
2018-01-06,Chennai,19.0,65,0.0,27.5,Hazy,Wheat
2021-07-14,Chennai,33.4,21,0.0,45.7,Rainy,Cucumber
2021-08-20,Jaipur,36.1,24,0.0,16.7,Drizzle,Pumpkin
2021-02-14,Kochi,20.8,41,0.0,8.2,Hazy,Pumpkin
2015-09-26,Visakhapatnam,18.8,57,0.7,13.6,Stormy,Barley
2021-03-04,Coimbatore,18.9,28,132.4,18.0,Foggy,Bitter Gourd
2022-02-20,Chennai,38.5,89,0.0,6.6,Drizzle,Watermelon
2020-01-15,Bangalore,32.9,20,1.3,45.3,Hazy,Pumpkin
2018-04-21,Visakhapatnam,35.0,49,0.0,46.8,Rainy,Bitter Gourd
2019-11-08,Pune,30.7,96,165.3,44.5,Stormy,Maize
2015-07-10,Chandigarh,30.5,20,0.0,31.7,Drizzle,Cucumber
2019-07-07,Patna,14.7,43,295.2,44.7,Rainy,Muskmelon
2021-06-27,Pune,17.1,89,0.0,17.1,Stormy,Lentils
2016-05-17,Coimbatore,10.4,33,0.0,48.9,Foggy,Barley
2023-11-25,Hyderabad,35.5,81,181.4,39.7,Sunny,Maize
2023-08-28,Chandigarh,35.3,96,0.0,37.5,Hazy,Muskmelon
2016-02-15,Nagpur,31.7,66,134.5,30.2,Hazy,Millets
2021-04-20,Chennai,23.9,45,265.1,32.3,Stormy,Bitter Gourd
2020-12-23,Jaipur,30.2,73,0.0,32.8,Cloudy,Watermelon
2015-10-22,Pune,40.8,44,0.0,16.0,Hazy,Cucumber
2020-09-04,Pune,44.1,97,0.0,29.9,Rainy,Bitter Gourd
2019-04-07,Nagpur,27.8,42,0.0,17.5,Drizzle,Watermelon
2020-01-21,Bhopal,37.1,78,0.0,25.3,Foggy,Muskmelon
2015-07-25,Coimbatore,32.0,52,0.0,35.9,Drizzle,Bitter Gourd
2017-11-08,Patna,15.6,84,0.0,8.9,Drizzle,Gram
2020-04-09,Kolkata,39.0,21,131.8,0.5,Sunny,Pigeon Pea
2021-03-27,Hyderabad,39.9,44,0.0,37.7,Rainy,Muskmelon
2020-04-05,Hyderabad,19.2,38,161.6,12.5,Sunny,Cucumber
2023-10-07,Visakhapatnam,24.6,34,0.0,40.7,Rainy,Cucumber
2015-08-29,Delhi,44.6,28,0.0,16.8,Rainy,Watermelon
2018-06-15,Coimbatore,29.2,38,240.3,32.0,Sunny,Jute
2022-07-22,Ahmedabad,40.3,66,0.0,28.1,Cloudy,Pumpkin
2019-01-01,Chennai,41.4,63,0.0,17.4,Foggy,Watermelon
2023-08-08,Chennai,20.3,24,73.5,37.7,Hazy,Muskmelon
2022-01-10,Pune,34.3,88,0.0,10.2,Rainy,Watermelon
2017-03-05,Kolkata,39.4,28,0.0,1.1,Hazy,Cucumber
2019-08-24,Lucknow,22.3,43,0.0,17.4,Rainy,Muskmelon
2017-04-03,Mumbai,29.4,32,0.0,6.4,Stormy,Watermelon
2019-02-16,Ahmedabad,44.0,92,18.1,28.4,Sunny,Pumpkin
2017-03-08,Pune,37.2,54,0.0,20.1,Drizzle,Muskmelon
2017-12-03,Delhi,43.7,27,210.9,45.9,Sunny,Millets
2015-10-26,Mumbai,10.2,74,231.4,37.0,Cloudy,Pumpkin
2023-10-22,Visakhapatnam,33.0,22,0.0,7.6,Rainy,Muskmelon
2021-04-07,Hyderabad,18.6,46,136.0,22.6,Rainy,Pumpkin
2016-12-15,Indore,19.9,79,0.0,49.2,Hazy,Gram
2019-10-06,Patna,28.9,72,0.0,21.5,Drizzle,Bitter Gourd
2016-08-07,Chandigarh,17.9,67,245.4,47.4,Sunny,Muskmelon
2015-01-12,Patna,34.3,42,0.0,31.7,Cloudy,Muskmelon
2017-07-02,Jaipur,35.9,37,0.0,3.9,Hazy,Bitter Gourd
2021-05-11,Delhi,39.6,95,0.0,25.8,Rainy,Pumpkin
2022-09-23,Coimbatore,19.9,30,0.0,42.0,Cloudy,Mustard
2015-03-24,Coimbatore,31.1,43,22.5,11.4,Stormy,Cucumber
2024-12-17,Chennai,30.8,23,0.0,13.4,Foggy,Watermelon
2024-10-28,Lucknow,24.7,57,0.0,22.0,Sunny,Bitter Gourd
2020-10-30,Visakhapatnam,44.9,86,0.0,12.5,Rainy,Bitter Gourd
2020-04-28,Patna,19.6,95,0.0,19.0,Rainy,Gram
2022-03-18,Kochi,37.5,21,0.0,11.0,Drizzle,Bitter Gourd
2024-08-15,Hyderabad,34.3,72,0.0,8.7,Cloudy,Bitter Gourd
2018-03-12,Hyderabad,18.4,99,0.0,12.2,Drizzle,Lentils
2017-12-19,Kochi,27.7,72,0.0,32.6,Hazy,Muskmelon
2024-06-28,Lucknow,13.4,30,0.0,23.3,Drizzle,Lentils
2023-02-03,Mumbai,26.9,49,0.0,22.5,Sunny,Bitter Gourd
2023-02-10,Mumbai,23.4,79,0.0,23.7,Sunny,Pumpkin
2021-02-09,Kochi,13.9,75,0.0,11.0,Foggy,Barley
2019-03-27,Jaipur,28.7,63,0.0,30.7,Hazy,Bitter Gourd
2021-09-21,Lucknow,12.1,89,0.0,32.4,Cloudy,Mustard
2023-08-09,Bangalore,18.6,20,0.0,17.5,Drizzle,Peas
2022-05-25,Lucknow,44.8,46,115.4,13.2,Stormy,Maize
2019-07-20,Mumbai,44.6,60,227.6,49.6,Rainy,Pigeon Pea
2020-12-22,Visakhapatnam,14.2,26,0.0,33.2,Foggy,Mustard
2019-01-16,Chandigarh,42.3,96,0.0,40.3,Rainy,Cucumber
2015-12-14,Jaipur,39.8,66,0.0,44.4,Cloudy,Pumpkin
2024-02-23,Chennai,23.7,56,73.5,9.4,Foggy,Cucumber
2022-06-28,Ahmedabad,19.3,89,234.6,29.8,Rainy,Pumpkin
2022-03-21,Kolkata,21.9,53,0.0,26.8,Foggy,Bitter Gourd
2018-03-05,Chandigarh,12.9,40,0.0,31.0,Stormy,Wheat
2017-06-29,Mumbai,44.3,35,5.2,28.7,Drizzle,Bitter Gourd
2018-02-26,Delhi,30.8,91,0.0,34.6,Foggy,Muskmelon
2020-07-28,Lucknow,36.5,38,19.8,0.6,Rainy,Cucumber
2016-05-06,Indore,19.6,28,0.0,35.1,Sunny,Barley
2016-11-03,Pune,30.9,81,0.0,36.7,Rainy,Muskmelon
2015-02-21,Kolkata,19.8,23,0.0,5.5,Stormy,Wheat
2018-04-16,Ahmedabad,41.9,50,0.0,8.3,Sunny,Bitter Gourd
2019-11-21,Chandigarh,26.1,43,0.0,29.4,Foggy,Muskmelon
2018-12-31,Chennai,15.7,58,128.5,47.8,Cloudy,Cucumber
2023-12-03,Kochi,43.9,89,0.0,21.9,Sunny,Muskmelon
2017-11-21,Nagpur,16.4,62,135.9,26.4,Foggy,Cucumber
2022-01-27,Jaipur,11.4,78,0.0,14.5,Stormy,Wheat
2022-12-19,Nagpur,28.7,66,0.0,48.5,Cloudy,Cucumber
2017-07-25,Visakhapatnam,44.3,68,217.4,17.6,Rainy,Cotton
2020-12-21,Kochi,44.9,27,0.0,18.3,Sunny,Pumpkin
2015-06-15,Coimbatore,31.3,41,0.0,6.8,Sunny,Watermelon
2021-01-23,Kolkata,14.3,73,62.2,22.4,Sunny,Pumpkin
2018-04-28,Chandigarh,33.0,82,0.0,40.1,Rainy,Watermelon
2023-09-21,Patna,17.1,79,0.0,25.9,Cloudy,Peas
2023-09-23,Indore,40.1,21,239.8,7.4,Hazy,Groundnut
2021-04-29,Bangalore,15.7,51,0.0,0.1,Rainy,Lentils
2019-04-21,Visakhapatnam,34.9,25,144.1,19.6,Stormy,Rice
2023-09-09,Bhopal,32.8,45,0.0,19.3,Stormy,Cucumber
2020-11-29,Indore,28.0,93,0.0,4.4,Drizzle,Bitter Gourd
2024-09-21,Coimbatore,42.4,46,0.0,28.1,Rainy,Bitter Gourd
2023-06-28,Patna,42.9,39,0.0,34.5,Hazy,Muskmelon
2021-09-19,Chandigarh,26.3,51,0.0,2.1,Drizzle,Muskmelon
2019-08-04,Kochi,12.5,49,0.0,23.4,Sunny,Gram
2024-02-08,Chennai,26.3,35,0.0,49.9,Drizzle,Pumpkin
2023-08-23,Jaipur,12.1,36,0.0,37.6,Rainy,Gram
2019-11-28,Nagpur,31.7,63,0.0,11.8,Stormy,Bitter Gourd
2018-10-02,Bhopal,26.6,77,94.7,48.0,Rainy,Cucumber
2022-03-15,Nagpur,33.5,26,0.0,38.3,Sunny,Bitter Gourd
2020-04-10,Patna,16.9,84,182.7,14.9,Sunny,Pumpkin
2024-06-01,Jaipur,33.9,29,263.6,22.0,Cloudy,Rice
2024-06-21,Delhi,22.1,33,0.0,45.5,Drizzle,Muskmelon
2024-10-07,Lucknow,10.2,64,0.0,36.6,Drizzle,Gram
2015-02-09,Lucknow,24.8,34,160.8,35.3,Rainy,Watermelon
2019-10-08,Ahmedabad,23.9,78,0.0,38.0,Stormy,Watermelon
2022-07-10,Kochi,42.7,88,0.0,28.2,Cloudy,Muskmelon
2020-03-15,Kochi,43.9,67,0.0,32.6,Hazy,Bitter Gourd
2017-06-08,Bhopal,25.9,80,0.0,32.3,Cloudy,Muskmelon
2019-11-10,Jaipur,29.2,95,0.0,24.8,Hazy,Pumpkin
2018-01-09,Chandigarh,13.2,53,0.0,14.8,Cloudy,Peas
2018-04-10,Kochi,26.1,47,264.7,30.2,Cloudy,Groundnut
2017-06-03,Delhi,10.8,81,0.0,5.5,Rainy,Wheat
2015-07-07,Nagpur,10.3,63,0.0,2.4,Cloudy,Peas
2018-11-24,Mumbai,10.5,78,0.0,23.8,Drizzle,Lentils
2023-09-23,Visakhapatnam,29.8,71,0.0,24.4,Foggy,Cucumber
2021-01-06,Ahmedabad,23.8,31,0.0,28.7,Cloudy,Bitter Gourd
2023-03-27,Lucknow,19.3,26,0.0,9.2,Cloudy,Barley
2023-04-01,Delhi,26.7,75,0.0,28.2,Hazy,Watermelon
2022-12-25,Coimbatore,16.0,83,2.7,2.3,Foggy,Barley
2016-05-01,Kolkata,20.1,38,0.0,29.4,Foggy,Cucumber
2024-06-12,Coimbatore,20.4,63,0.0,37.7,Drizzle,Pumpkin
2020-12-28,Lucknow,36.6,25,0.0,6.9,Cloudy,Muskmelon
2016-02-10,Bhopal,35.0,65,0.0,48.1,Foggy,Watermelon
2024-02-24,Pune,13.6,94,0.0,7.5,Drizzle,Lentils
2022-03-10,Delhi,25.8,33,0.0,41.6,Drizzle,Muskmelon
2024-01-31,Coimbatore,44.4,82,207.2,48.7,Cloudy,Pigeon Pea
2017-01-04,Chennai,19.0,66,280.3,10.6,Stormy,Watermelon
2017-03-12,Pune,24.8,32,0.0,36.8,Foggy,Pumpkin
2017-02-26,Ahmedabad,37.8,82,0.0,30.4,Foggy,Bitter Gourd
2017-10-12,Bhopal,23.7,100,0.0,1.2,Stormy,Muskmelon
2024-07-02,Mumbai,26.9,42,0.0,41.1,Sunny,Muskmelon
2022-07-03,Indore,31.5,99,42.9,43.3,Cloudy,Muskmelon
2020-01-11,Mumbai,37.1,67,260.1,8.6,Foggy,Maize
2018-07-18,Indore,40.0,36,88.0,4.0,Stormy,Bitter Gourd
2024-10-17,Nagpur,35.5,100,0.0,49.6,Sunny,Bitter Gourd
2023-10-12,Delhi,38.6,86,34.2,25.5,Cloudy,Cucumber
2020-07-21,Kochi,10.0,72,0.0,12.4,Hazy,Lentils
2015-12-02,Coimbatore,15.0,29,0.0,26.5,Stormy,Peas
2021-09-02,Chennai,41.2,95,0.0,29.2,Drizzle,Cucumber
2022-12-26,Nagpur,20.5,84,0.0,22.1,Hazy,Watermelon
2017-01-06,Ahmedabad,20.8,35,237.2,9.6,Drizzle,Watermelon
2017-11-18,Lucknow,36.2,36,0.0,37.7,Cloudy,Pumpkin
2019-06-16,Patna,41.2,92,0.0,14.2,Sunny,Cucumber
2019-03-23,Kolkata,43.1,94,0.0,39.0,Cloudy,Watermelon
2024-10-22,Patna,15.3,70,0.0,2.3,Drizzle,Peas
2018-12-10,Kochi,34.6,71,185.0,31.0,Hazy,Cotton
2016-12-23,Delhi,21.9,48,257.0,14.7,Sunny,Watermelon
2017-03-06,Lucknow,15.0,28,0.0,20.2,Foggy,Peas
2024-07-30,Chandigarh,16.6,31,0.0,17.2,Sunny,Peas
2020-04-08,Chandigarh,40.0,84,0.0,48.0,Rainy,Pumpkin
2020-10-13,Indore,19.3,73,0.0,47.8,Rainy,Gram
2018-09-01,Bangalore,18.6,43,0.0,0.4,Hazy,Peas
2021-10-05,Bhopal,42.6,76,0.0,48.7,Foggy,Pumpkin
2023-01-18,Indore,13.7,65,0.0,33.7,Sunny,Barley
2022-04-22,Delhi,44.5,60,0.0,46.3,Cloudy,Watermelon
2019-04-15,Nagpur,41.2,39,165.7,1.3,Foggy,Jute
2015-02-17,Visakhapatnam,26.9,67,171.6,21.3,Foggy,Groundnut
2023-06-06,Pune,42.2,49,5.1,20.5,Foggy,Watermelon
2018-11-15,Chandigarh,37.5,71,0.0,10.5,Hazy,Watermelon
2017-08-21,Visakhapatnam,14.0,29,0.0,9.5,Drizzle,Barley
2018-07-21,Chandigarh,10.2,71,0.0,18.8,Drizzle,Gram
2021-12-02,Kolkata,33.5,44,274.6,22.6,Foggy,Groundnut
2021-09-15,Pune,17.7,72,0.0,39.0,Hazy,Wheat
2024-08-05,Lucknow,19.2,77,0.0,43.9,Hazy,Barley
2020-07-15,Chandigarh,16.9,73,0.0,7.1,Cloudy,Peas
2021-11-04,Kochi,12.0,56,0.0,36.2,Stormy,Peas
2017-12-26,Kochi,23.0,75,35.3,10.9,Cloudy,Muskmelon
2024-10-18,Jaipur,24.9,70,0.0,23.8,Cloudy,Pumpkin
2018-04-16,Nagpur,23.0,80,0.0,39.0,Foggy,Muskmelon
2018-06-15,Kolkata,14.1,96,271.9,11.5,Cloudy,Watermelon
2021-06-27,Chandigarh,23.2,68,0.0,15.8,Drizzle,Watermelon
2018-04-11,Indore,39.7,72,56.9,26.1,Rainy,Pumpkin
2019-12-30,Patna,27.7,28,0.0,24.7,Sunny,Pumpkin
2017-02-24,Bhopal,22.1,93,0.0,31.0,Sunny,Watermelon
2019-08-17,Coimbatore,16.6,93,0.0,34.4,Sunny,Wheat
2023-07-16,Chennai,42.3,51,0.0,48.5,Drizzle,Bitter Gourd
2016-12-20,Delhi,44.3,30,0.0,11.9,Rainy,Muskmelon
2018-05-29,Patna,32.5,51,0.0,44.1,Foggy,Cucumber
2024-03-08,Mumbai,32.3,34,0.0,37.8,Hazy,Bitter Gourd
2022-01-13,Visakhapatnam,34.9,28,0.0,43.3,Foggy,Muskmelon
2020-01-14,Ahmedabad,17.0,86,270.9,44.8,Drizzle,Bitter Gourd
2019-06-04,Bangalore,31.2,92,0.0,8.4,Cloudy,Cucumber
2023-03-03,Lucknow,44.3,91,0.0,44.9,Hazy,Muskmelon
2017-04-11,Jaipur,10.3,76,218.4,43.5,Stormy,Bitter Gourd
2024-06-29,Coimbatore,31.8,30,0.0,44.8,Foggy,Muskmelon
2018-08-22,Kolkata,21.4,80,0.0,41.6,Rainy,Cucumber
2023-06-19,Kolkata,44.8,51,0.0,46.5,Cloudy,Bitter Gourd
2022-09-25,Kolkata,41.8,31,0.0,14.9,Drizzle,Watermelon
2022-10-23,Chennai,18.9,74,0.0,38.9,Rainy,Gram
2020-01-18,Kochi,33.2,34,0.0,27.2,Sunny,Bitter Gourd
2015-10-13,Indore,23.4,28,48.6,43.0,Rainy,Muskmelon
2016-03-01,Chandigarh,29.4,31,0.0,1.5,Rainy,Watermelon
2019-07-02,Pune,40.1,100,0.0,44.1,Hazy,Watermelon
2016-02-01,Kolkata,37.0,51,253.7,33.1,Sunny,Maize
2023-12-31,Indore,11.4,75,0.0,2.6,Rainy,Gram
2023-05-01,Kolkata,33.1,53,0.0,45.0,Stormy,Muskmelon
2021-10-26,Patna,11.3,77,0.0,30.3,Sunny,Gram
2020-03-24,Bangalore,41.8,89,270.1,27.8,Cloudy,Millets
2024-06-24,Ahmedabad,29.9,25,0.0,20.5,Sunny,Watermelon
2020-03-10,Bangalore,40.6,42,0.0,18.5,Hazy,Cucumber
2018-10-22,Lucknow,30.7,21,0.0,2.2,Drizzle,Bitter Gourd
2016-01-24,Patna,13.4,94,105.2,11.4,Sunny,Cucumber
2024-11-26,Lucknow,31.6,75,0.0,44.9,Drizzle,Cucumber
2023-01-02,Chandigarh,27.0,64,86.4,2.6,Hazy,Bitter Gourd
2018-10-29,Mumbai,18.4,91,49.1,8.1,Sunny,Peas
2017-03-15,Kolkata,29.3,84,0.0,44.4,Hazy,Pumpkin
2017-11-16,Kochi,25.8,42,0.0,12.6,Stormy,Cucumber
2023-12-01,Mumbai,22.9,88,272.1,7.2,Cloudy,Cucumber
2017-08-10,Hyderabad,13.2,51,0.0,17.3,Drizzle,Mustard
2017-10-01,Chandigarh,10.2,58,87.7,7.9,Cloudy,Bitter Gourd
2023-09-04,Nagpur,25.9,83,0.0,10.1,Sunny,Bitter Gourd
2021-12-16,Delhi,31.0,79,0.0,48.9,Drizzle,Cucumber
2018-05-02,Chennai,13.8,59,0.0,49.3,Drizzle,Peas
2019-11-12,Indore,29.2,95,0.0,25.5,Foggy,Watermelon
2018-04-26,Pune,43.2,78,0.0,7.8,Sunny,Muskmelon
2023-12-20,Nagpur,40.0,33,0.0,27.1,Hazy,Pumpkin
2018-07-29,Ahmedabad,42.8,57,0.0,35.7,Foggy,Watermelon
2022-10-24,Kochi,32.6,23,0.0,49.0,Rainy,Muskmelon
2015-02-01,Chandigarh,40.4,22,250.3,40.0,Sunny,Cotton
2021-05-02,Hyderabad,36.7,91,0.0,11.5,Rainy,Muskmelon
2022-09-11,Bhopal,29.9,69,233.8,38.7,Drizzle,Rice
2021-06-21,Hyderabad,44.0,35,0.0,18.3,Rainy,Watermelon
2023-12-09,Indore,27.0,44,0.0,26.0,Cloudy,Watermelon
2020-08-22,Hyderabad,33.4,31,235.8,12.5,Rainy,Rice
2015-08-30,Kolkata,42.2,31,0.0,16.2,Rainy,Watermelon
2020-05-20,Nagpur,13.0,30,126.5,37.0,Stormy,Muskmelon
2023-06-02,Bangalore,26.8,28,0.0,16.0,Hazy,Watermelon
2017-09-24,Nagpur,32.8,95,0.0,6.7,Cloudy,Watermelon
2016-09-19,Jaipur,42.1,79,0.0,23.5,Drizzle,Cucumber
2017-08-15,Delhi,38.3,49,0.0,28.2,Cloudy,Muskmelon
2022-01-16,Jaipur,13.9,46,0.0,28.4,Drizzle,Lentils
2018-06-10,Coimbatore,36.4,30,0.0,48.4,Stormy,Pumpkin
2022-09-06,Lucknow,27.6,60,60.5,41.4,Foggy,Pumpkin
2022-05-16,Hyderabad,23.4,84,0.0,18.8,Rainy,Pumpkin
2021-12-22,Mumbai,31.1,79,249.8,1.8,Stormy,Millets
2017-06-17,Visakhapatnam,30.0,72,0.0,3.4,Foggy,Bitter Gourd
2017-04-23,Bhopal,18.8,69,0.0,13.2,Cloudy,Wheat
2017-04-13,Mumbai,15.5,48,0.0,36.9,Sunny,Wheat
2022-11-23,Kolkata,34.1,36,0.0,37.4,Cloudy,Pumpkin
2024-07-11,Bhopal,44.1,56,0.0,16.8,Cloudy,Cucumber
2023-06-07,Mumbai,43.7,74,0.0,45.9,Foggy,Cucumber
2024-08-14,Mumbai,15.6,69,0.0,38.5,Stormy,Mustard
2024-11-23,Pune,35.4,96,0.0,4.8,Cloudy,Muskmelon
2015-04-12,Chennai,27.0,68,0.0,35.3,Hazy,Cucumber
2018-06-19,Nagpur,43.3,24,0.0,17.4,Sunny,Watermelon
2022-11-26,Jaipur,30.7,66,258.7,15.1,Foggy,Soybean
2022-04-03,Visakhapatnam,15.7,59,0.0,30.2,Cloudy,Mustard
2017-10-17,Indore,40.5,97,0.0,42.7,Rainy,Bitter Gourd
2022-06-11,Ahmedabad,42.1,31,0.0,1.6,Drizzle,Pumpkin
2021-11-18,Indore,38.1,69,198.9,19.9,Foggy,Cotton
2018-07-16,Bhopal,28.7,79,0.0,29.7,Drizzle,Watermelon
2024-05-30,Ahmedabad,40.0,96,231.9,42.6,Stormy,Groundnut
2016-04-21,Mumbai,19.6,21,0.0,16.0,Cloudy,Peas
2023-06-01,Chandigarh,17.2,59,87.0,1.7,Cloudy,Muskmelon
2022-09-23,Mumbai,20.0,83,0.0,17.3,Rainy,Bitter Gourd
2015-05-12,Ahmedabad,15.2,59,177.9,28.7,Cloudy,Muskmelon
2024-02-22,Chandigarh,28.1,72,84.3,42.7,Cloudy,Muskmelon
2024-11-18,Hyderabad,30.9,99,0.0,19.1,Stormy,Cucumber
2016-05-22,Visakhapatnam,43.8,90,294.2,11.8,Cloudy,Jute
2023-02-23,Chennai,18.3,34,256.7,29.4,Cloudy,Bitter Gourd
2023-10-20,Mumbai,39.8,39,0.0,8.7,Foggy,Pumpkin
2020-01-13,Coimbatore,15.9,28,0.0,48.2,Cloudy,Wheat
2015-04-12,Kolkata,28.8,54,0.0,17.7,Hazy,Muskmelon
2021-07-06,Coimbatore,24.4,57,92.1,45.6,Rainy,Watermelon
2022-08-30,Hyderabad,43.9,100,152.8,6.3,Hazy,Millets
2023-02-14,Ahmedabad,43.0,53,0.0,1.3,Cloudy,Cucumber
2022-06-25,Kolkata,34.7,43,0.0,6.7,Cloudy,Pumpkin
2016-11-19,Kolkata,37.8,84,0.0,10.2,Sunny,Muskmelon
2015-01-28,Ahmedabad,30.4,38,293.6,39.3,Rainy,Millets
2021-07-31,Chandigarh,44.0,79,228.5,7.2,Drizzle,Soybean
2020-07-16,Lucknow,21.6,36,0.0,2.7,Hazy,Cucumber
2022-09-09,Bhopal,13.4,71,62.1,46.9,Sunny,Pumpkin
2024-09-23,Pune,29.0,48,0.0,26.3,Stormy,Pumpkin
2017-12-19,Kochi,39.0,84,0.0,1.5,Foggy,Cucumber
2018-08-18,Lucknow,25.2,46,0.0,47.1,Drizzle,Watermelon
2018-01-01,Chennai,23.3,49,0.0,13.7,Rainy,Cucumber
2018-05-03,Lucknow,33.1,41,0.0,46.6,Sunny,Cucumber
2024-05-10,Jaipur,18.7,44,120.5,9.1,Drizzle,Bitter Gourd
2024-01-06,Bangalore,16.4,79,0.0,49.3,Drizzle,Gram
2021-01-01,Bangalore,30.9,93,0.0,27.3,Drizzle,Watermelon
2015-11-23,Nagpur,11.5,20,0.0,15.2,Cloudy,Peas
2018-11-28,Jaipur,11.1,83,0.0,2.2,Hazy,Peas
2015-04-23,Ahmedabad,11.5,22,0.0,31.1,Rainy,Peas
2020-01-21,Hyderabad,18.4,84,0.0,0.6,Hazy,Lentils
2022-07-17,Patna,23.9,45,0.0,20.8,Foggy,Watermelon
2021-10-09,Lucknow,32.1,52,86.0,25.6,Hazy,Watermelon
2021-01-08,Bhopal,16.3,92,0.0,28.3,Drizzle,Mustard
2019-08-24,Patna,22.4,92,268.5,10.1,Rainy,Muskmelon
2019-07-08,Lucknow,30.9,97,0.0,48.7,Foggy,Watermelon
